Term,Subject,Course Number,Section,CRN,Title,Primary Instructor,Instructor ID,Status,Campus,Grade Mode,Maximum Enrollment,Actual Enrollment,Seats Available,Dean's Expected Enrollment,Waitlist,Start Date,End Date,Building,Room,Days,Start Time,End Time,College,Department,Fee #1 Detail Code,Fee #1 Name,Fee #1 Type,Fee #1 Amount,Fee #2 Detail Code,Fee #2 Name,Fee #2 Type,Fee #2 Amount,Instruction Method,Schedule Code,Part of Term,Level,Gened,Attributes
Spring 2018,A HI,4960,46,21381,Directed Readings,B. Byron Price,112128334,Active,Norman - Main Campus,L,5,0,5,0,0,1/16/2018,5/11/2018,FJC,102,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,,,,,,,,,TRAD,IST,1,UDIV,,FA NUD SLST SPCL UDIV UFA
Spring 2018,A HI,4960,47,28686,Directed Readings,Kenneth Haltman,112707192,Active,Norman - Main Campus,L,5,0,5,0,0,1/16/2018,5/11/2018,FJC,408,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,,,,,,,,,TRAD,IST,1,UDIV,,FA NUD SLST SPCL UDIV UFA
Spring 2018,A HI,4960,49,23696,Directed Readings,William J Rushing,112775244,Active,Norman - Main Campus,L,3,0,3,0,0,1/16/2018,5/11/2018,FJC,223,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,,,,,,,,,TRAD,IST,1,UDIV,,FA NUD SLST SPCL UDIV UFA
Spring 2018,A HI,4970,105,31304,Byzantine Art/Architecture II,Laura Renee Brunson,112270757,Active,Norman - Main Campus,S,3,0,3,0,0,1/16/2018,5/11/2018,XCH005,,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,,,,,,,,,TRAD,SAB,1,UDIV,,IS NUD REEX UDIV UIS VART
Spring 2018,A HI,4970,159,31305,Intro to Modern Art History,Laura Renee Brunson,112270757,Active,Norman - Main Campus,S,3,0,3,0,0,1/16/2018,5/11/2018,XCH059,,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,,,,,,,,,TRAD,SAB,1,UDIV,,FA NUD UDIV UFA VART
Spring 2018,A HI,4970,189,31308,History of Spanish Art,Laura Renee Brunson,112270757,Active,Norman - Main Campus,S,3,0,3,0,0,1/16/2018,5/11/2018,XCH089,,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,,,,,,,,,TRAD,SAB,1,UDIV,,IS NUD REEX UDIV UIS VART
Spring 2018,A HI,4970,195,31309,Modern Spanish Art (Pt I),Laura Renee Brunson,112270757,Active,Norman - Main Campus,S,3,0,3,0,0,1/16/2018,5/11/2018,XCH095,,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,,,,,,,,,TRAD,SAB,1,UDIV,,IS NUD REEX UDIV UIS VART
Spring 2018,A HI,4970,259,31310,Hist of Decorative Art (Pt I),Laura Renee Brunson,112270757,Active,Norman - Main Campus,S,3,0,3,0,0,1/16/2018,5/11/2018,XCH059,,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,,,,,,,,,TRAD,SAB,1,UDIV,,IS NUD REEX UDIV UIS VART
Spring 2018,A HI,4970,295,31311,Modern Spanish Art (Pt II),Laura Renee Brunson,112270757,Active,Norman - Main Campus,S,3,0,3,0,0,1/16/2018,5/11/2018,XCH095,,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,,,,,,,,,TRAD,SAB,1,UDIV,,IS NUD REEX UDIV UIS VART
Spring 2018,A HI,4970,359,31312,Hist of Decorative Art (Pt II),Laura Renee Brunson,112270757,Active,Norman - Main Campus,S,3,0,3,0,0,1/16/2018,5/11/2018,XCH059,,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,,,,,,,,,TRAD,SAB,1,UDIV,,IS NUD REEX UDIV UIS VART
Spring 2018,A HI,4970,459,31313,History & Artistic Problems 2,Laura Renee Brunson,112270757,Active,Norman - Main Campus,S,3,0,3,0,0,1/16/2018,5/11/2018,XCH059,,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,,,,,,,,,TRAD,SAB,1,UDIV,,IS NUD REEX UDIV UIS VART
Spring 2018,A HI,4993,40,21382,Senior Capstone Experience, ,,Active,Norman - Main Campus,L,10,0,10,0,0,1/16/2018,5/11/2018,FJC,216,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,,,,,,,,,TRAD,IST,1,UDIV,CAP,CAP FA NUD SPCL UDIV UFA
Spring 2018,A HI,4993,41,32267,Senior Capstone Experience, ,,Active,Norman - Main Campus,L,10,0,10,0,0,1/16/2018,5/11/2018,FJC,219,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,,,,,,,,,TRAD,IST,1,UDIV,CAP,CAP FA NUD UDIV UFA
Spring 2018,A HI,4993,42,21384,Senior Capstone Experience,Victor K Youritzin,112111603,Active,Norman - Main Campus,L,10,0,10,0,0,1/16/2018,5/11/2018,FJC,217,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,,,,,,,,,TRAD,IST,1,UDIV,CAP,CAP FA NUD SPCL UDIV UFA
Spring 2018,A HI,4993,43,21385,Senior Capstone Experience,Mary J Watson,112131264,Active,Norman - Main Campus,L,10,0,10,0,0,1/16/2018,5/11/2018,FJC,202,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,,,,,,,,,TRAD,IST,1,UDIV,CAP,CAP FA NUD SPCL UDIV UFA
Spring 2018,A HI,4993,44,23387,Senior Capstone Experience,Alison Fields,113843772,Active,Norman - Main Campus,L,5,0,5,0,0,1/16/2018,5/11/2018,FJC,411,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,,,,,,,,,TRAD,IST,1,UDIV,CAP,CAP FA NUD UDIV UFA
Spring 2018,A HI,4993,46,21387,Senior Capstone Experience,B. Byron Price,112128334,Active,Norman - Main Campus,L,5,0,5,0,0,1/16/2018,5/11/2018,OFC,102,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,,,,,,,,,TRAD,IST,1,UDIV,CAP,CAP FA NUD SPCL UDIV UFA
Spring 2018,A HI,4993,47,28687,Senior Capstone Experience,Kenneth Haltman,112707192,Active,Norman - Main Campus,L,5,0,5,0,0,1/16/2018,5/11/2018,FJC,408,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,,,,,,,,,TRAD,IST,1,UDIV,CAP,CAP FA NUD UDIV UFA
Spring 2018,A HI,4993,49,28688,Senior Capstone Experience,William J Rushing,112775244,Active,Norman - Main Campus,L,5,0,5,0,0,1/16/2018,5/11/2018,FJC,223,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,,,,,,,,,TRAD,IST,1,UDIV,CAP,CAP FA NUD UDIV UFA
Spring 2018,A HI,5210,40,21388,Graduate Readings, ,,Active,Norman - Main Campus,S,10,0,10,0,0,1/16/2018,5/11/2018,FJC,216,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,F387,Fine Arts- Art Spl Fee,Flat Fee,25,,,,,TRAD,IST,1,GRAD,,FA FCB GFA GRAD LIB NGR SPCL VART VTCR
Spring 2018,A HI,5210,41,21389,Graduate Readings,Allison L Palmer,112112303,Active,Norman - Main Campus,S,0,0,0,0,0,1/16/2018,5/11/2018,FJC,307,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,F387,Fine Arts- Art Spl Fee,Flat Fee,25,,,,,TRAD,IST,1,GRAD,,FA FCB GFA GRAD LIB NGR SPCL VART VTCR
Spring 2018,A HI,5210,42,21390,Graduate Readings,Victor K Youritzin,112111603,Active,Norman - Main Campus,S,10,0,10,0,0,1/16/2018,5/11/2018,FJC,217,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,F387,Fine Arts- Art Spl Fee,Flat Fee,25,,,,,TRAD,IST,1,GRAD,,FA FCB GFA GRAD LIB NGR SPCL VART VTCR
Spring 2018,A HI,5210,43,21391,Graduate Readings,Mary J Watson,112131264,Active,Norman - Main Campus,S,10,0,10,0,0,1/16/2018,5/11/2018,FJC,202,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,F387,Fine Arts- Art Spl Fee,Flat Fee,25,,,,,TRAD,IST,1,GRAD,,FA FCB GFA GRAD LIB NGR SPCL VART VTCR
Spring 2018,A HI,5210,44,23389,Graduate Readings,Alison Fields,113843772,Active,Norman - Main Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,FJC,411,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,F387,Fine Arts- Art Spl Fee,Flat Fee,25,,,,,TRAD,IST,1,GRAD,,FA FCB GFA GRAD LIB NGR VART VTCR
Spring 2018,A HI,5210,45,27731,Graduate Readings,Rozmeri Basic,112113083,Active,Norman - Main Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,FJC,203,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,F387,Fine Arts- Art Spl Fee,Flat Fee,25,,,,,TRAD,IST,1,GRAD,,FA FCB GFA GRAD LIB NGR VART VTCR
Spring 2018,A HI,5210,46,21393,Graduate Readings,B. Byron Price,112128334,Active,Norman - Main Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,OFC,102,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,F387,Fine Arts- Art Spl Fee,Flat Fee,25,,,,,TRAD,IST,1,GRAD,,FA FCB GFA GRAD LIB NGR SPCL VART VTCR
Spring 2018,A HI,5210,48,21395,Graduate Readings,Kenneth Haltman,112707192,Active,Norman - Main Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,FJC,408,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,F387,Fine Arts- Art Spl Fee,Flat Fee,25,,,,,TRAD,IST,1,GRAD,,FA FCB GFA GRAD LIB NGR SPCL VART VTCR
Spring 2018,A HI,5210,49,22370,Graduate Readings,William J Rushing,112775244,Active,Norman - Main Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,FJC,223,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,F387,Fine Arts- Art Spl Fee,Flat Fee,25,,,,,TRAD,IST,1,GRAD,,FA FCB GFA GRAD LIB NGR SPCL VART VTCR
Spring 2018,A HI,5220,40,21396,Graduate Projects, ,,Active,Norman - Main Campus,L,5,0,5,0,0,1/16/2018,5/11/2018,FJC,216,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,F387,Fine Arts- Art Spl Fee,Flat Fee,25,,,,,TRAD,IST,1,GRAD,,FA FCB GFA GRAD LIB NGR SPCL VART VTCR
Spring 2018,A HI,5220,41,21397,Graduate Projects,Allison L Palmer,112112303,Active,Norman - Main Campus,L,0,0,0,0,0,1/16/2018,5/11/2018,FJC,307,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,F387,Fine Arts- Art Spl Fee,Flat Fee,25,,,,,TRAD,IST,1,GRAD,,FA FCB GFA GRAD LIB NGR SPCL VART VTCR
Spring 2018,A HI,5220,42,21398,Graduate Projects,Victor K Youritzin,112111603,Active,Norman - Main Campus,L,10,0,10,0,0,1/16/2018,5/11/2018,FJC,217,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,F387,Fine Arts- Art Spl Fee,Flat Fee,25,,,,,TRAD,IST,1,GRAD,,FA FCB GFA GRAD LIB NGR SPCL VART VTCR
Spring 2018,A HI,5220,43,21399,Graduate Projects,Mary J Watson,112131264,Active,Norman - Main Campus,L,10,0,10,0,0,1/16/2018,5/11/2018,FJC,202,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,F387,Fine Arts- Art Spl Fee,Flat Fee,25,,,,,TRAD,IST,1,GRAD,,FA FCB GFA GRAD LIB NGR SPCL VART VTCR
Spring 2018,A HI,5220,44,21400,Graduate Projects,Alison Fields,113843772,Active,Norman - Main Campus,L,5,0,5,0,0,1/16/2018,5/11/2018,FJC,411,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,F387,Fine Arts- Art Spl Fee,Flat Fee,25,,,,,TRAD,IST,1,GRAD,,FA FCB GFA GRAD LIB NGR SPCL VART VTCR
Spring 2018,A HI,5220,45,27732,Graduate Projects,Rozmeri Basic,112113083,Active,Norman - Main Campus,L,5,0,5,0,0,1/16/2018,5/11/2018,FJC,413,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,F387,Fine Arts- Art Spl Fee,Flat Fee,25,,,,,TRAD,IST,1,GRAD,,FA FCB GFA GRAD LIB NGR VART VTCR
Spring 2018,A HI,5220,46,21402,Graduate Projects,B. Byron Price,112128334,Active,Norman - Main Campus,L,5,0,5,0,0,1/16/2018,5/11/2018,OFC,102,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,F387,Fine Arts- Art Spl Fee,Flat Fee,25,,,,,TRAD,IST,1,GRAD,,FA FCB GFA GRAD LIB NGR SPCL VART VTCR
Spring 2018,A HI,5220,49,22371,Graduate Projects,William J Rushing,112775244,Active,Norman - Main Campus,L,5,0,5,0,0,1/16/2018,5/11/2018,FJC,223,,,,Weitzenhoffer Col of Fine Arts,Visual Arts,F387,Fine Arts- Art Spl Fee,Flat Fee,25,,,,,TRAD,IST,1,GRAD,,FA FCB GFA GRAD LIB NGR SPCL VART VTCR
Spring 2018,A HI,5273,900,32409,Byzantine Icons,Rozmeri Basic,112113083,Active,Norman - Main Campus,L,5,0,5,0,0,1/16/2018,5/4/2018,FJC,203,R,1700,2000,Weitzenhoffer Col of Fine Arts,Visual Arts,,,,,,,,,TRAD,LEC,1,GRAD,,FA GFA GRAD NGR SLST
Spring 2018,A HI,5463,1,32270,Issues in Northern Baroque Art,Allison L Palmer,112112303,Active,Norman - Main Campus,L,5,0,5,0,0,1/16/2018,5/4/2018,FJC,203,T/R,1500,1615,Weitzenhoffer Col of Fine Arts,Visual Arts,F387,Fine Arts- Art Spl Fee,Flat Fee,25,,,,,TRAD,LEC,1,GRAD,,FA FCB GFA GRAD NGR
