Term,Subject,Course Number,Section,CRN,Title,Primary Instructor,Instructor ID,Status,Campus,Grade Mode,Maximum Enrollment,Actual Enrollment,Seats Available,Dean's Expected Enrollment,Waitlist,Start Date,End Date,Building,Room,Days,Start Time,End Time,College,Department,Fee #1 Detail Code,Fee #1 Name,Fee #1 Type,Fee #1 Amount,Fee #2 Detail Code,Fee #2 Name,Fee #2 Type,Fee #2 Amount,Instruction Method,Schedule Code,Part of Term,Level,Gened,Attributes
Spring 2018,EDEC,3543,1,34300,Teaching & Learn-Early Child, ,,Active,Norman - Main Campus,L,25,0,25,0,0,1/16/2018,5/4/2018,ECH,250,F,900,1200,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,UDIV,,TED TUED TUG UDIV
Spring 2018,EDEC,4123,900,34301,Curriculum-Early Childhood Ed, ,,Active,Norman - Main Campus,L,25,0,25,0,0,1/16/2018,5/4/2018,,,T,1625,1905,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,UDIV,CAP,CAP ED NUD UDIV UED
Spring 2018,EDEC,4543,980,30696,Senior Seminar-Early Childhood,Vickie Lake,112886088,Active,Tulsa Campus,L,10,0,10,0,0,1/16/2018,5/11/2018,SAC,2D34,T,1730,2020,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LLB,1,null,CAP,CAP TED TUD TUED TUG
Spring 2018,EDEC,4980,1,28892,Practicum-Early Childhood Ed,Lisa Ann Langenbach Monroe,112121946,Active,Norman - Main Campus,S,25,0,25,0,0,1/16/2018,5/11/2018,,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,PRA,1,UDIV,,ED NUD UDIV UED
Spring 2018,EDEC,4990,1,20085,Individual Study,Lisa Ann Langenbach Monroe,112121946,Active,Norman - Main Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,ECH,117,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,IST,1,UDIV,,ED NUD SPCL UDIV UED
Spring 2018,EDEC,4990,2,32941,Special Problems in Education, ,,Active,Norman - Main Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,ECH,120,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,IST,1,UDIV,,ED NUD SPCL UDIV UED
Spring 2018,EDEC,4990,19,20088,Individual Study-Practicum,Lisa Ann Langenbach Monroe,112121946,Active,Norman - Main Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,ECH,117,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,IST,1,UDIV,,ED NUD SPCL UDIV UED
Spring 2018,EDEC,5203,900,34302,Creative Curriculum in Ed, ,,Active,Norman - Main Campus,L,25,0,25,0,0,1/16/2018,5/4/2018,,,W,1625,1905,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,GRAD,,ED GED GRAD NGR
Spring 2018,EDEC,5233,900,34324,Family Engagement in Education, ,,Active,Norman - Main Campus,L,25,0,25,0,0,1/16/2018,5/4/2018,PHSC,313,R,1625,1905,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,GRAD,,ED GED GRAD NGR
Spring 2018,EDEC,5960,1,32942,Directed Readings, ,,Active,Norman - Main Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,ECH,120,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,IST,1,GRAD,,ED GED GRAD NGR SPCL VART
Spring 2018,EDEC,5960,2,20125,Directed Readings,Lisa Ann Langenbach Monroe,112121946,Active,Norman - Main Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,ECH,117,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,IST,1,GRAD,,ED GED GRAD NGR SPCL VART
Spring 2018,EDEC,6033,900,32943,Theory/Research-Early Child Ed, ,,Active,Norman - Main Campus,L,20,0,20,0,0,1/16/2018,5/4/2018,DAH,218,W,1625,1905,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,GRAD,,ED GED GRAD NGR
Spring 2018,EDEC,6920,2,20133,Internship in Educ--Doctoral,Lisa Ann Langenbach Monroe,112121946,Active,Norman - Main Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,ECH,117,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,INT,1,GRAD,,ED GED GRAD NGR SPCL VART
Spring 2018,EDEC,6930,980,31302,Advocacy & Leadership in ECEd,Libby Ethridge,112669899,Active,Tulsa Campus,S,10,0,10,0,0,1/16/2018,5/11/2018,SCC,4W135,T,1630,1920,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,GRAD,,GRAD TED TGED TGR VART
Spring 2018,EDEC,6980,1,20141,Research Doctoral Dissertation,Lisa Ann Langenbach Monroe,112121946,Active,Norman - Main Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,ECH,117,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,TDS,1,GRAD,,ED GED GRAD NGR
Spring 2018,EDEC,6980,980,35539,Research Doctoral Dissertation,Diane M Horm,112671066,Active,Tulsa Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,TDS,1,GRAD,,GRAD SPCL TED TGED TGR
Spring 2018,EDEC,6980,981,35540,Research Doctoral Dissertation,Vickie Lake,112886088,Active,Tulsa Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,TDS,1,GRAD,,GRAD SPCL TED TGED TGR
Spring 2018,EDEC,6980,982,35541,Research Doctoral Dissertation,Libby Ethridge,112669899,Active,Tulsa Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,TDS,1,GRAD,,GRAD SPCL TED TGED TGR
Spring 2018,EDEC,6980,983,35542,Research Doctoral Dissertation,Kyong Ah Kwon,113426857,Active,Tulsa Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,TDS,1,GRAD,,GRAD SPCL TED TGED TGR
Spring 2018,EDEC,6990,1,20147,Individual Study in Education,Lisa Ann Langenbach Monroe,112121946,Active,Norman - Main Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,S4,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,IST,1,GRAD,,ED GED GRAD NGR SPCL VART
Spring 2018,EDEL,3002,100,28241,Promoting Healthy Lifestyles,Carol R Conley,112650487,Active,Norman - Main Campus,L,24,0,24,24,0,1/16/2018,3/9/2018,HHC,101,M,1130,1450,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,2,UDIV,,ED NUD UD UDIV UED
Spring 2018,EDEL,3002,200,28242,Promoting Healthy Lifestyles,Carol R Conley,112650487,Active,Norman - Main Campus,L,24,0,24,24,0,3/12/2018,5/4/2018,HHC,101,M,1130,1520,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,3,UDIV,,ED NUD UD UDIV UED
Spring 2018,EDEL,3243,900,28251,Integrated Arts Education, ,,Active,Norman - Main Campus,L,20,0,20,20,0,1/16/2018,5/4/2018,ECH,270,R,1625,1905,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,UDIV,,ED NUD UD UDIV UED
Spring 2018,EDEL,3243,901,28250,Integrated Arts Education, ,,Active,Norman - Main Campus,L,20,0,20,20,0,1/16/2018,5/4/2018,ECH,270,R,1915,2200,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,UDIV,,ED NUD UD UDIV UED
Spring 2018,EDEL,4063,900,28252,Crit Inq & Integrated Instr,Aiyana Genae Henry,113007898,Active,Norman - Main Campus,L,20,0,20,20,0,1/16/2018,5/4/2018,ECH,140,M,1625,1905,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,UDIV,CAP,CAP ED NUD UD UDIV UED
Spring 2018,EDEL,4063,901,28253,Crit Inq & Integrated Instr,Aiyana Genae Henry,113007898,Active,Norman - Main Campus,L,20,0,20,20,0,1/16/2018,5/4/2018,ECH,140,M,1915,2200,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,UDIV,CAP,CAP ED NUD UD UDIV UED
Spring 2018,EDEL,4101,1,20214,Mentoring,Kelly M Lynch,112673423,Active,Norman - Main Campus,L,20,0,20,20,0,1/16/2018,5/4/2018,ECH,139,F,830,1020,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,INT,1,UDIV,,ED NUD UDIV UED VART
Spring 2018,EDEL,4101,2,20281,Mentoring,Kelly M Lynch,112673423,Active,Norman - Main Campus,L,20,0,20,20,0,1/16/2018,5/4/2018,ECH,139,F,1030,1220,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,INT,1,UDIV,,ED NUD UDIV UED VART
Spring 2018,EDEL,4960,2,20284,Directed Readings in Education, ,,Active,Norman - Main Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,S4,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,IST,1,UDIV,,ED NUD SPCL UDIV UED
Spring 2018,EDEL,4980,1,27656,Pre-Student Teaching Practicum,Kelly M Lynch,112673423,Active,Norman - Main Campus,S,22,0,22,0,0,1/16/2018,5/11/2018,,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,PRA,1,UDIV,,ED NUD UDIV UED
Spring 2018,EDEL,4980,2,27655,Pre-Student Teaching Practicum,Kelly M Lynch,112673423,Active,Norman - Main Campus,S,22,0,22,0,0,1/16/2018,5/11/2018,,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,PRA,1,UDIV,,ED NUD UDIV UED
Spring 2018,EDEL,5960,1,20314,Directed Readings, ,,Active,Norman - Main Campus,S,6,0,6,0,0,1/16/2018,5/11/2018,S4,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,IST,1,GRAD,,ED GED GRAD NGR SPCL VART
Spring 2018,EDEL,5960,2,20373,Directed Readings, ,,Active,Norman - Main Campus,S,6,0,6,0,0,1/16/2018,5/11/2018,S4,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,IST,1,GRAD,,ED GED GRAD NGR SPCL VART
Spring 2018,EDEL,5960,3,20377,Directed Readings,Priscilla L Griffith,112127409,Active,Norman - Main Campus,S,6,0,6,0,0,1/16/2018,5/11/2018,S4,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,IST,1,GRAD,,ED GED GRAD NGR SPCL VART
Spring 2018,EDEL,5960,4,20379,Directed Readings, ,,Active,Norman - Main Campus,S,2,0,2,0,0,1/16/2018,5/11/2018,S4,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,IST,1,GRAD,,ED GED GRAD NGR SPCL VART
Spring 2018,EDEL,5960,5,20381,Directed Readings,Stacy L Reeder,112115827,Active,Norman - Main Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,S4,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,IST,1,GRAD,,ED GED GRAD NGR SPCL VART
Spring 2018,EDEL,5980,2,20415,Research for Master's Thesis, ,,Active,Norman - Main Campus,X,5,0,5,0,0,1/16/2018,5/11/2018,S4,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,TDS,1,GRAD,,ED GED GRAD NGR
Spring 2018,EDEL,6980,2,20418,Research Doctoral Dissertation,Sara A Beach,112131315,Active,Norman - Main Campus,X,6,0,6,0,0,1/16/2018,5/11/2018,S4,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,TDS,1,GRAD,,ED GED GRAD NGR
Spring 2018,EDEL,6980,3,20419,Research Doctoral Dissertation, ,,Active,Norman - Main Campus,X,5,0,5,0,0,1/16/2018,5/11/2018,S4,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,TDS,1,GRAD,,ED GED GRAD NGR
Spring 2018,EDEL,6980,5,20421,Research Doctoral Dissertation, ,,Active,Norman - Main Campus,X,5,0,5,0,0,1/16/2018,5/11/2018,S4,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,TDS,1,GRAD,,ED GED GRAD NGR
Spring 2018,EDEL,6990,2,20463,Individual Study in Education, ,,Active,Norman - Main Campus,S,4,0,4,0,0,1/16/2018,5/11/2018,S4,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,IST,1,GRAD,,ED GED GRAD NGR SPCL VTCR
Spring 2018,EDEL,6990,3,28706,Individual Study in Education, ,,Active,Norman - Main Campus,S,0,0,0,0,0,1/16/2018,5/11/2018,ECH,121,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,IST,1,GRAD,,ED GED GRAD NGR SPCL VTCR
Spring 2018,EDEN,3980,1,25235,Honors Research       (HONORS),Lawrence Baines,113824704,Active,Norman - Main Campus,L,1,0,1,0,0,1/16/2018,5/11/2018,,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,IST,1,UDIV,,ED HON NUD SPCL UDIV UED
Spring 2018,EDEN,4914,900,20507,The Teaching of English, ,,Active,Norman - Main Campus,L,30,0,30,30,0,1/16/2018,5/4/2018,ECH,165,T,1915,2155,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,UDIV,CAP,CAP ED GCUD NUD UDIV UED
Spring 2018,EDEN,5203,900,20593,Action Research in English Ed,Crag A. Hill,113024426,Active,Norman - Main Campus,L,20,0,20,10,0,1/16/2018,5/4/2018,ECH,140,R,1625,1915,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,INT,1,GRAD,,ED GED GRAD NGR SPCL
Spring 2018,EDEN,5213,900,29688,Secondary English Curriculum,Crag A. Hill,113024426,Active,Norman - Main Campus,L,20,0,20,0,0,1/16/2018,5/4/2018,ECH,265,R,1915,2200,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,GRAD,,ED GED GRAD NGR
Spring 2018,EDEN,5223,900,29689,Teaching Composition-Thry/Prac,Lawrence Baines,113824704,Active,Norman - Main Campus,L,20,0,20,0,0,1/16/2018,5/4/2018,ECH,165,W,1625,1905,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,GRAD,,ED GED GRAD NGR
Spring 2018,EDEN,5960,1,23059,Directed Readings,Lawrence Baines,113824704,Active,Norman - Main Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,ECH,123,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,IST,1,GRAD,,ED GED GRAD NGR SPCL VART
Spring 2018,EDEN,5960,2,20609,Directed Readings,Crag A. Hill,113024426,Active,Norman - Main Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,S4,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,IST,1,GRAD,,ED GED GRAD NGR VART
Spring 2018,EDEN,5960,900,20608,Directed Readings,Lawrence Baines,113824704,Active,Norman - Main Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,ECH,123,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,IST,1,GRAD,,ED GED GRAD NGR VART
Spring 2018,EDEN,5980,1,20610,Research for Master's Thesis,Lawrence Baines,113824704,Active,Norman - Main Campus,X,5,0,5,0,0,1/16/2018,5/11/2018,ECH,123,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,TDS,1,GRAD,,ED GED GRAD NGR
Spring 2018,EDEN,5980,2,28726,Research for Master's Thesis,Crag A. Hill,113024426,Active,Norman - Main Campus,X,10,0,10,0,0,1/16/2018,5/11/2018,CCD4,354,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,TDS,1,GRAD,,ED GED GRAD NGR
Spring 2018,EDEN,6980,1,20622,Research Doctoral Dissertation,Lawrence Baines,113824704,Active,Norman - Main Campus,X,5,0,5,0,0,1/16/2018,5/11/2018,ECH,123,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,TDS,1,GRAD,,ED GED GRAD NGR
Spring 2018,EDEN,6980,2,20642,Research Doctoral Dissertation,Crag A. Hill,113024426,Active,Norman - Main Campus,X,10,0,10,0,0,1/16/2018,5/11/2018,S4,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,TDS,1,GRAD,,ED GED GRAD NGR
Spring 2018,EDEN,6990,1,20643,Individual Study in Education,Lawrence Baines,113824704,Active,Norman - Main Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,ECH,123,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,IST,1,GRAD,,ED GED GRAD NGR SPCL VART
Spring 2018,EDEN,6990,2,20644,Individual Study in Education,Crag A. Hill,113024426,Active,Norman - Main Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,S4,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,IST,1,GRAD,,ED GED GRAD NGR SPCL VART
Spring 2018,EDEN,6990,3,25183,Individual Study in Education,Crag A. Hill,113024426,Active,Norman - Main Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,IST,1,GRAD,,ED GED GRAD NGR SPCL VART
Spring 2018,EDLT,3143,980,30695,Lang. and Lit. Dev. Birth-5,Allison Adelaide Geary,112662347,Active,Tulsa Campus,L,25,0,25,0,0,1/16/2018,5/11/2018,SPP,3100,T,1730,2020,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,UDIV,,TED TUD TUED TUG UDIV
Spring 2018,EDLT,3911,1,34313,Language/Literacy Practicum,Jiening Ruan,112112202,Active,Norman - Main Campus,S,20,0,20,0,0,1/16/2018,5/4/2018,BURT,208,M/W,830,930,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,INT,1,UDIV,,ED NUD UDIV UED
Spring 2018,EDLT,3911,2,34314,Language/Literacy Practicum,Jiening Ruan,112112202,Active,Norman - Main Campus,S,20,0,20,0,0,1/16/2018,5/4/2018,BURT,201,M/W,930,1030,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,INT,1,UDIV,,ED NUD UDIV UED
Spring 2018,EDLT,3913,900,34304,Literacy in the Primary Grades,Jiening Ruan,112112202,Active,Norman - Main Campus,L,20,0,20,0,0,1/16/2018,5/4/2018,ECH,139,W,1625,1905,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,UDIV,,ED NUD UDIV UED
Spring 2018,EDLT,3913,901,34303,Literacy in the Primary Grades,Jiening Ruan,112112202,Active,Norman - Main Campus,L,20,0,20,0,0,1/16/2018,5/4/2018,ECH,139,M,1625,1905,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,UDIV,,ED NUD UDIV UED
Spring 2018,EDLT,4113,900,34306,Lit in the Intermediate Grades,Sara A Beach,112131315,Active,Norman - Main Campus,L,20,0,20,0,0,1/16/2018,5/4/2018,ECH,140,W,1625,1905,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,UDIV,,ED NUD UDIV UED
Spring 2018,EDLT,4113,901,34305,Lit in the Intermediate Grades,Sara A Beach,112131315,Active,Norman - Main Campus,L,20,0,20,0,0,1/16/2018,5/4/2018,ECH,139,R,1625,1905,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,UDIV,,ED NUD UDIV UED
Spring 2018,EDLT,4303,900,20860,Literacy Programs-Young Child,Sara A Beach,112131315,Active,Norman - Main Campus,L,20,0,20,32,0,1/16/2018,5/4/2018,ECH,140,T,1625,1905,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,UDIV,,ED NUD UDIV UED
Spring 2018,EDLT,4813,1,34307,Lit/Writing Across Curriculum,Priscilla L Griffith,112127409,Active,Norman - Main Campus,L,20,0,20,0,0,1/16/2018,5/4/2018,ECH,139,T,900,1140,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,UDIV,,ED NUD UDIV UED
Spring 2018,EDLT,4813,900,34308,Lit/Writing Across Curriculum,Priscilla L Griffith,112127409,Active,Norman - Main Campus,L,20,0,20,0,0,1/16/2018,5/4/2018,ECH,139,T,1625,1905,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,UDIV,,ED NUD UDIV UED
Spring 2018,EDLT,4960,1,20879,Directed Readings in Education,Sara A Beach,112131315,Active,Norman - Main Campus,L,5,0,5,0,0,1/16/2018,5/11/2018,S4,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,IST,1,UDIV,,ED NUD UDIV UED
Spring 2018,EDMA,3353,1,26726,PK-3 Mathematics Concepts,Stacy L Reeder,112115827,Active,Norman - Main Campus,L,23,0,23,23,0,1/16/2018,5/4/2018,ECH,165,T,1330,1620,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,UDIV,,ED NUD UD UDIV UED
Spring 2018,EDMA,3353,2,26727,PK-3 Mathematics Concepts,Stacy L Reeder,112115827,Active,Norman - Main Campus,L,24,0,24,24,0,1/16/2018,5/4/2018,ECH,165,W,1330,1620,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,UDIV,,ED NUD UD UDIV UED
Spring 2018,EDMA,3353,3,26951,PK-3 Mathematics Concepts,Stacy L Reeder,112115827,Active,Norman - Main Campus,L,22,0,22,22,0,1/16/2018,5/4/2018,ECH,165,W,930,1210,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,UDIV,,ED NUD UD UDIV UED
Spring 2018,EDMA,4243,1,23074,Secondary Math Learning,Stacy L Reeder,112115827,Active,Norman - Main Campus,L,20,0,20,10,0,1/16/2018,5/4/2018,ECH,165,R,1625,1905,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,UDIV,CAP,CAP ED NUD UDIV UED
Spring 2018,EDMA,4353,1,29694,4-8 Grade Mathematics Concepts,Stacy L Reeder,112115827,Active,Norman - Main Campus,L,21,0,21,0,0,1/16/2018,5/4/2018,ECH,165,M,1030,1310,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LLB,1,UDIV,,ED NUD UD UDIV UED
Spring 2018,EDMA,4353,2,29695,4-8 Grade Mathematics Concepts,Stacy L Reeder,112115827,Active,Norman - Main Campus,L,21,0,21,0,0,1/16/2018,5/4/2018,ECH,165,M,1625,1905,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LLB,1,UDIV,,ED NUD UD UDIV UED
Spring 2018,EDMA,5960,1,21052,Directed Readings,Stacy L Reeder,112115827,Active,Norman - Main Campus,S,5,0,5,0,0,1/16/2018,5/11/2018,ECH,115,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,IST,1,GRAD,,ED GED GRAD NGR SPCL VART
Spring 2018,EDMA,6163,900,35460,Systems Theory & Learning Org,Stacy L Reeder,112115827,Active,Norman - Main Campus,L,20,0,20,0,0,1/16/2018,5/4/2018,ECH,265,M,1625,1905,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,SEM,1,GRAD,,ED GED GRAD NGR SPCL
Spring 2018,EDMA,6930,1,28845,Intensive Studies in Education,Stacy L Reeder,112115827,Active,Norman - Main Campus,S,5,0,5,0,0,1/16/2018,5/4/2018,ECH,115,F,930,1215,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,LEC,1,GRAD,,ED GED GRAD NGR VART
Spring 2018,EDMA,6980,1,21053,Research Doctoral Dissertation,Stacy L Reeder,112115827,Active,Norman - Main Campus,X,5,0,5,0,0,1/16/2018,5/11/2018,S4,,,,,Jeannine Rainbolt Coll of Educ,Instr Leadership and Acad Curr,,,,,,,,,TRAD,TDS,1,GRAD,,ED GED GRAD NGR
Spring 2018,EDPC,5113,955,34354,Human Development,Paula T Mcwhirter,112673559,Active,Norman - Main Campus,L,25,0,25,0,0,1/16/2018,5/11/2018,WEB,,,,,Jeannine Rainbolt Coll of Educ,Education Psychology,F202,On-Line Course Fee,per Bill Hour fee,40,,,,,WEB,LEC,1,GRAD,,ED GED GRAD NGR WEB
Spring 2018,EDPC,5433,1,34026,Theories/Technique Group Couns,Rockey R Robbins,112116753,Active,Norman - Main Campus,L,20,0,20,0,0,1/16/2018,5/4/2018,ECH,270,W,1300,1540,Jeannine Rainbolt Coll of Educ,Education Psychology,,,,,,,,,TRAD,LEC,1,GRAD,,ED GED GRAD NGR
Spring 2018,EDPC,5483,1,34027,Behavior Disorders,Rockey R Robbins,112116753,Active,Norman - Main Campus,L,20,0,20,0,0,1/16/2018,5/4/2018,ECH,270,T,1140,1420,Jeannine Rainbolt Coll of Educ,Education Psychology,,,,,,,,,TRAD,LEC,1,GRAD,,ED GED GRAD NGR
Spring 2018,EDPC,5513,995,34673,Intro to Abuse and Addictions,Paula T Mcwhirter,112673559,Active,Norman - Main Campus,L,20,0,20,0,0,1/16/2018,5/11/2018,WEB,,,,,Jeannine Rainbolt Coll of Educ,Education Psychology,F202,On-Line Course Fee,per Bill Hour fee,40,,,,,WEB,LEC,1,GRAD,,ED GED GRAD NGR WEB
