Term,Subject,Course Number,Section,CRN,Title,Primary Instructor,Instructor ID,Status,Campus,Grade Mode,Maximum Enrollment,Actual Enrollment,Seats Available,Dean's Expected Enrollment,Waitlist,Start Date,End Date,Building,Room,Days,Start Time,End Time,College,Department,Fee #1 Detail Code,Fee #1 Name,Fee #1 Type,Fee #1 Amount,Fee #2 Detail Code,Fee #2 Name,Fee #2 Type,Fee #2 Amount,Instruction Method,Schedule Code,Part of Term,Level,Gened,Attributes
Spring 2017,ARCH,3960,17,19295,Honors Reading        (HONORS),Khosrow Bozorgi,112112098,Active,Norman - Main Campus,L,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR HON NUD SPCL UAR UDIV
Spring 2017,ARCH,3960,18,19296,Honors Reading        (HONORS),Marjorie P Callahan,112120547,Active,Norman - Main Campus,L,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR HON NUD SPCL UAR UDIV
Spring 2017,ARCH,3980,3,19297,Honors Research       (HONORS),Catherine Jean Barrett,112848675,Active,Norman - Main Campus,L,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR HON NUD SPCL UAR UDIV
Spring 2017,ARCH,3980,4,34033,Honors Research       (HONORS),Robert B Pavilk,113306139,Active,Norman - Main Campus,L,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR HON NUD SPCL UAR UDIV
Spring 2017,ARCH,3980,5,19299,Honors Research       (HONORS),David L Boeck,112113878,Active,Norman - Main Campus,L,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR HON NUD SPCL UAR UDIV
Spring 2017,ARCH,3980,7,19300,Honors Research       (HONORS),Lee A Fithian,112112111,Active,Norman - Main Campus,L,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR HON NUD SPCL UAR UDIV
Spring 2017,ARCH,3980,8,19301,Honors Research       (HONORS),Nickolas L Harm,112129366,Active,Norman - Main Campus,L,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR HON NUD SPCL UAR UDIV
Spring 2017,ARCH,3980,9,19302,Honors Research       (HONORS),Anthony J Cricchio,113789588,Active,Norman - Main Campus,L,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR HON NUD SPCL UAR UDIV
Spring 2017,ARCH,3980,10,34034,Honors Research       (HONORS),Shideh Shadravan,112143673,Active,Norman - Main Campus,L,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR HON NUD SPCL UAR UDIV
Spring 2017,ARCH,3980,11,34035,Honors Research       (HONORS),Deborah A Richards,113307446,Active,Norman - Main Campus,L,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR HON NUD SPCL UAR UDIV
Spring 2017,ARCH,3980,13,19306,Honors Research       (HONORS),Stephanie Z Pilat,112860912,Active,Norman - Main Campus,L,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR HON NUD SPCL UAR UDIV
Spring 2017,ARCH,3980,14,19307,Honors Research       (HONORS),Hans E Butzer,112113589,Active,Norman - Main Campus,L,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR HON NUD SPCL UAR UDIV
Spring 2017,ARCH,3980,15,19308,Honors Research       (HONORS),DANIEL JOHN BUTKO,112859455,Active,Norman - Main Campus,L,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR HON NUD SPCL UAR UDIV
Spring 2017,ARCH,3980,17,19309,Honors Research       (HONORS),Khosrow Bozorgi,112112098,Active,Norman - Main Campus,L,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR HON NUD SPCL UAR UDIV
Spring 2017,ARCH,3980,18,19311,Honors Research       (HONORS),Marjorie P Callahan,112120547,Active,Norman - Main Campus,L,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR HON NUD SPCL UAR UDIV
Spring 2017,ARCH,3980,19,34036,Honors Research       (HONORS),John Avery Yowell,112117088,Active,Norman - Main Campus,L,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR HON NUD SPCL UAR UDIV
Spring 2017,ARCH,4000,25,33013,Foreign Study, ,,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,SAB,1,UDIV,,AR NUD SBOU SPCL UAR UDIV
Spring 2017,ARCH,4053,1,35050,Methods X- Tool of Practice,Marjorie P Callahan,112120547,Active,Norman - Main Campus,L,0,0,0,0,0,1/17/17,5/5/17,GH,160,M,930,1220,College of Architecture,Architecture Division,,,,,,,,,TRAD,LEC,1,UDIV,,AR NUD SLST UAR UDIV
Spring 2017,ARCH,4233,1,34037,Architectural Structures II,Shideh Shadravan,112143673,Active,Norman - Main Campus,L,50,13,37,0,0,1/17/17,5/5/17,GH,155,T/R,1330,1445,College of Architecture,Architecture Division,,,,,,,,,TRAD,LEC,1,UDIV,,AR NUD SLST UAR UDIV
Spring 2017,ARCH,4433,900,34498,Rendering,David L Boeck,112113878,Active,Norman - Main Campus,L,33,33,0,0,0,1/17/17,5/5/17,GH,390,T,1800,2040,College of Architecture,Architecture Division,,,,,,,,,TRAD,LEC,1,UDIV,AF,AF AR NUD UAR UDIV
Spring 2017,ARCH,4463,1,35985,Methods IV,Lee A Fithian,112112111,Active,Norman - Main Campus,L,60,19,41,0,0,1/17/17,5/5/17,GH,155,T/R,1030,1145,College of Architecture,Architecture Division,,,,,,,,,TRAD,LEC,1,UDIV,,AR NUD SLST UAR UDIV
Spring 2017,ARCH,4543,1,33490,Arch Theory & Criticism,Stephanie Z Pilat,112860912,Active,Norman - Main Campus,L,14,13,1,0,0,1/17/17,5/5/17,GH,390,T/R,1030,1145,College of Architecture,Architecture Division,,,,,,,,,TRAD,LEC,1,UDIV,,AR NUD SLST SPCL UAR UDIV
Spring 2017,ARCH,4543,2,33492,Arch Theory & Criticism, ,,Cancelled,Norman - Main Campus,L,0,0,0,0,0,,,,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,LEC,1,UDIV,,AR NUD SLST SPCL UAR UDIV
Spring 2017,ARCH,4543,3,36460,Arch Theory & Criticism,Angela Maree Person,112214428,Active,Norman - Main Campus,L,6,6,0,0,0,1/17/17,5/5/17,GH,395,T/R,1500,1615,College of Architecture,Architecture Division,,,,,,,,,TRAD,LEC,1,UDIV,,AR NUD SLST UAR UDIV
Spring 2017,ARCH,4663,25,35530,Methods VI,Anthony J Cricchio,113789588,Active,Norman - Main Campus,L,10,4,6,0,0,1/17/17,5/12/17,,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,SAB,1,UDIV,,AR NUD SBOU SLST SPCL UAR UDIV
Spring 2017,ARCH,4663,900,35528,Methods VI,Hans E Butzer,112113589,Active,Norman - Main Campus,L,50,8,42,0,0,1/17/17,5/5/17,GH,115,T/R,1630,1745,College of Architecture,Architecture Division,,,,,,,,,TRAD,LEC,1,UDIV,,AR NUD SLST UAR UDIV
Spring 2017,ARCH,4783,900,36086,Architectural Acoustics,DANIEL JOHN BUTKO,112859455,Active,Norman - Main Campus,L,20,10,10,0,0,1/17/17,5/5/17,GH,155,T,1800,2040,College of Architecture,Architecture Division,,,,,,,,,TRAD,LEC,1,UDIV,,AR NUD SLST UAR UDIV
Spring 2017,ARCH,4854,176,31681,Studio VIII,Whitney Alliece Franca,113316966,Active,Norman - Main Campus,S,3,0,3,0,0,1/17/17,5/12/17,XCH076,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,SAB,1,UDIV,,CMLT IS NUD REEX UDIV UIS
Spring 2017,ARCH,4855,1,29117,Design VIII-Arch Synthesis,Deborah A Richards,113307446,Active,Norman - Main Campus,L,15,5,10,0,0,1/17/17,5/5/17,OKDC,400,M/W/F,1330,1720,College of Architecture,Architecture Division,,,,,,,,,TRAD,PBA,1,UDIV,,AR NUD UAR UDIV
Spring 2017,ARCH,4855,2,32627,Design VIII-Arch Synthesis,Michael Eric Hoffner,112280341,Active,Norman - Main Campus,L,15,11,4,0,0,1/17/17,5/5/17,GH,205,M/W/F,1330,1720,College of Architecture,Architecture Division,,,,,,,,,TRAD,PBA,1,UDIV,,AR NUD UAR UDIV
Spring 2017,ARCH,4855,25,29125,Design VIII-Arch Synthesis,Anthony J Cricchio,113789588,Active,Norman - Main Campus,L,15,8,7,0,0,1/17/17,5/12/17,,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,SAB,1,UDIV,,AR NUD SBOU UAR UDIV
Spring 2017,ARCH,4863,1,35043,Methods VIII,Lee A Fithian,112112111,Active,Norman - Main Campus,L,20,13,7,0,0,1/17/17,5/5/17,GH,395,M/W,1030,1145,College of Architecture,Architecture Division,,,,,,,,,TRAD,LEC,1,UDIV,,AR NUD SLST UAR UDIV
Spring 2017,ARCH,4863,25,35045,Methods VIII,Anthony J Cricchio,113789588,Active,Norman - Main Campus,L,15,8,7,0,0,1/17/17,5/12/17,SBITAL,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,SAB,1,UDIV,,AR NUD SBOU SLST SPCL UAR UDIV
Spring 2017,ARCH,4940,4,19313,Field Work, ,,Active,Norman - Main Campus,S,0,0,0,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,INT,1,UDIV,,AR GCUD NUD SPCL UAR UDIV
Spring 2017,ARCH,4940,13,19315,Field Work,Marjorie P Callahan,112120547,Active,Norman - Main Campus,S,0,0,0,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,INT,1,UDIV,,AR GCUD NUD SPCL UAR UDIV
Spring 2017,ARCH,4960,1,34038,Directed Readings,Shideh Shadravan,112143673,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR NUD SPCL UAR UDIV VART VTCR
Spring 2017,ARCH,4960,2,28603,Directed Readings, ,,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR NUD SPCL UAR UDIV VART VTCR
Spring 2017,ARCH,4960,3,19319,Directed Readings,Catherine Jean Barrett,112848675,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR NUD SPCL UAR UDIV VART VTCR
Spring 2017,ARCH,4960,4,34039,Directed Readings,Robert B Pavilk,113306139,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR NUD SPCL UAR UDIV VART VTCR
Spring 2017,ARCH,4960,5,19337,Directed Readings,David L Boeck,112113878,Active,Norman - Main Campus,S,5,3,2,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR NUD SPCL UAR UDIV VART VTCR
Spring 2017,ARCH,4960,7,19339,Directed Readings,Lee A Fithian,112112111,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR NUD SPCL UAR UDIV VART VTCR
Spring 2017,ARCH,4960,8,19342,Directed Readings, ,,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR NUD SPCL UAR UDIV VART VTCR
Spring 2017,ARCH,4960,9,19344,Directed Readings,Anthony J Cricchio,113789588,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR NUD SPCL UAR UDIV VART VTCR
Spring 2017,ARCH,4960,10,19347,Directed Readings, ,,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR NUD SPCL UAR UDIV VART VTCR
Spring 2017,ARCH,4960,11,34040,Directed Readings,Deborah A Richards,113307446,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR NUD SPCL UAR UDIV VART VTCR
Spring 2017,ARCH,4960,12,19350,Directed Readings,John Avery Yowell,112117088,Active,Norman - Main Campus,S,10,1,9,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR NUD SPCL UAR UDIV VART VTCR
Spring 2017,ARCH,4960,13,19353,Directed Readings,Stephanie Z Pilat,112860912,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR NUD SPCL UAR UDIV VART VTCR
Spring 2017,ARCH,4960,14,19355,Directed Readings,Hans E Butzer,112113589,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR NUD SPCL UAR UDIV VART VTCR
Spring 2017,ARCH,4960,15,19357,Directed Readings,DANIEL JOHN BUTKO,112859455,Active,Norman - Main Campus,S,5,1,4,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR NUD SPCL UAR UDIV VART VTCR
Spring 2017,ARCH,4960,16,19359,Directed Readings, ,,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR NUD SPCL UAR UDIV VART VTCR
Spring 2017,ARCH,4960,17,19361,Directed Readings,Khosrow Bozorgi,112112098,Active,Norman - Main Campus,S,5,1,4,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR NUD SPCL UAR UDIV VART VTCR
Spring 2017,ARCH,4960,18,19363,Directed Readings,Marjorie P Callahan,112120547,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR NUD SPCL UAR UDIV VART VTCR
Spring 2017,ARCH,4960,19,34041,Directed Readings, ,,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR NUD SPCL UAR UDIV VART VTCR
Spring 2017,ARCH,4960,23,27027,Directed Readings, ,,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,UDIV,,AR NUD SPCL UAR UDIV VART VTCR
Spring 2017,ARCH,4970,25,35551,Rome Design Studio Addendum,Anthony J Cricchio,113789588,Active,Norman - Main Campus,L,10,8,2,0,0,1/17/17,5/12/17,,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,SAB,1,UDIV,,AR GCUD NUD SBOU SPCL UAR UDIV VART VTCR
Spring 2017,ARCH,4970,27,30444,Italian Culture/Lang-Rome,Anthony J Cricchio,113789588,Active,Norman - Main Campus,L,25,12,13,0,0,1/17/17,5/12/17,,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,SAB,1,UDIV,,AR GCUD NUD SBOU UAR UDIV VART VTCR
Spring 2017,ARCH,4970,176,31682,Humanities 4,Whitney Alliece Franca,113316966,Active,Norman - Main Campus,S,3,0,3,0,0,1/17/17,5/12/17,XCH076,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,SAB,1,UDIV,,GCUD IS NUD REEX UDIV UIS VART VTCR
Spring 2017,ARCH,4970,276,31685,The Environmental Challenge,Whitney Alliece Franca,113316966,Active,Norman - Main Campus,S,3,0,3,0,0,1/17/17,5/12/17,XCH076,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,SAB,1,UDIV,,GCUD IS NUD REEX UDIV UIS VART VTCR
Spring 2017,ARCH,4970,376,31686,The Development Process,Whitney Alliece Franca,113316966,Active,Norman - Main Campus,S,3,0,3,0,0,1/17/17,5/12/17,XCH076,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,SAB,1,UDIV,,GCUD IS NUD REEX UDIV UIS VART VTCR
Spring 2017,ARCH,4970,901,36029,Housing Typologies and Trends,David L Boeck,112113878,Active,Norman - Main Campus,L,20,20,0,0,0,1/17/17,5/5/17,GH,390,R,1800,2040,College of Architecture,Architecture Division,,,,,,,,,TRAD,LEC,1,UDIV,,AR GCUD NUD UAR UDIV VART VTCR
Spring 2017,ARCH,5052,1,37013,Professional Practice,Leehu Loon,112604687,Active,Norman - Main Campus,L,0,0,0,0,0,1/17/17,5/12/17,,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,GRAD,,AR GAR GRAD NGR SPCL XLST
Spring 2017,ARCH,5053,1,35049,Methods X,Marjorie P Callahan,112120547,Active,Norman - Main Campus,L,40,28,12,0,0,1/17/17,5/5/17,GH,160,M,930,1220,College of Architecture,Architecture Division,,,,,,,,,TRAD,LEC,1,GRAD,,AR GAR GRAD NGR SLST
Spring 2017,ARCH,5055,1,34042,Design X - Comp Arch II,Khosrow Bozorgi,112112098,Active,Norman - Main Campus,L,18,11,7,0,0,1/17/17,5/5/17,GH,305,M/W/F,1330,1720,College of Architecture,Architecture Division,,,,,,,,,TRAD,PBA,1,GRAD,CAP,AR CAP GAR GR GRAD NGR
Spring 2017,ARCH,5055,2,34043,Design X - Comp Arch II,Andres Cavieres,113332091,Active,Norman - Main Campus,L,18,16,2,0,0,1/17/17,5/5/17,GH,305,M/W/F,1330,1720,College of Architecture,Architecture Division,,,,,,,,,TRAD,PBA,1,GRAD,CAP,AR CAP GAR GR GRAD NGR
Spring 2017,ARCH,5055,3,34550,Design X - Comp Arch II, ,,Active,Norman - Main Campus,L,15,0,15,0,0,1/17/17,5/5/17,GH,305,M/W/F,1330,1720,College of Architecture,Architecture Division,,,,,,,,,TRAD,PBA,1,GRAD,CAP,AR CAP GAR GR GRAD NGR
Spring 2017,ARCH,5160,1,34044,Internship,John Avery Yowell,112117088,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,INT,1,GRAD,,AR GAR GR GRAD NGR
Spring 2017,ARCH,5233,1,34045,Architectural Structures II,Shideh Shadravan,112143673,Active,Norman - Main Campus,L,10,6,4,0,0,1/17/17,5/5/17,GH,155,T/R,1330,1445,College of Architecture,Architecture Division,,,,,,,,,TRAD,LEC,1,GRAD,,AR GAR GRAD NGR SLST
Spring 2017,ARCH,5463,1,35986,Methods IV,Lee A Fithian,112112111,Active,Norman - Main Campus,L,6,6,0,0,0,1/17/17,5/5/17,GH,155,T/R,1030,1145,College of Architecture,Architecture Division,,,,,,,,,TRAD,LEC,1,GRAD,,AR GAR GRAD NGR SLST
Spring 2017,ARCH,5526,1,19169,Grad Architectural Design II,Catherine Jean Barrett,112848675,Active,Norman - Main Campus,L,6,5,1,2,0,1/17/17,5/5/17,GH,305,M/W/F,1330,1720,College of Architecture,Architecture Division,,,,,,,,,TRAD,PBA,1,GRAD,,AR FCC GAR GRAD NGR SPCL
Spring 2017,ARCH,5543,1,33489,Arch Theory & Criticism,Stephanie Z Pilat,112860912,Active,Norman - Main Campus,L,10,10,0,0,0,1/17/17,5/5/17,GH,390,T/R,1030,1145,College of Architecture,Architecture Division,,,,,,,,,TRAD,LEC,1,GRAD,,AR GAR GRAD NGR SLST
Spring 2017,ARCH,5543,2,33491,Arch Theory & Criticism, ,,Cancelled,Norman - Main Campus,L,0,0,0,0,0,,,,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,LEC,1,GRAD,,AR GAR GRAD NGR SLST
Spring 2017,ARCH,5543,3,36461,Arch Theory & Criticism,Angela Maree Person,112214428,Active,Norman - Main Campus,L,10,8,2,0,0,1/17/17,5/5/17,GH,395,T/R,1500,1615,College of Architecture,Architecture Division,,,,,,,,,TRAD,LEC,1,GRAD,,AR GAR GRAD NGR SLST
Spring 2017,ARCH,5546,1,19176,Grad Architectural Design IV,Deborah A Richards,113307446,Active,Norman - Main Campus,L,15,2,13,10,0,1/17/17,5/5/17,OKDC,400,M/W/F,1330,1720,College of Architecture,Architecture Division,,,,,,,,,TRAD,PBA,1,GRAD,,AR FCC GAR GRAD NGR
Spring 2017,ARCH,5546,2,35532,Grad Architectural Design IV,Michael Eric Hoffner,112280341,Active,Norman - Main Campus,L,15,12,3,0,0,1/17/17,5/5/17,GH,205,M/W/F,1330,1720,College of Architecture,Architecture Division,,,,,,,,,TRAD,PBA,1,GRAD,,AR GAR GRAD NGR
Spring 2017,ARCH,5546,25,34016,Grad Architectural Design IV,Anthony J Cricchio,113789588,Active,Norman - Main Campus,L,15,0,15,0,0,1/17/17,5/12/17,,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,SAB,1,GRAD,,AR GAR GRAD NGR SBOU SPCL
Spring 2017,ARCH,5653,900,33214,Urban Design Seminar,Guoqiang Shen,112113084,Active,Norman - Main Campus,L,0,0,0,0,0,1/17/17,5/5/17,GH,345,T,1830,2110,College of Architecture,Architecture Division,,,,,,,,,TRAD,SEM,1,GRAD,,AR GAR GRAD NGR XLST
Spring 2017,ARCH,5663,25,35531,Methods VI,Anthony J Cricchio,113789588,Active,Norman - Main Campus,L,0,0,0,0,0,1/17/17,5/12/17,,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,SAB,1,GRAD,,AR GAR GRAD NGR SBOU SLST SPCL
Spring 2017,ARCH,5663,900,35529,Methods VI,John Avery Yowell,112117088,Active,Norman - Main Campus,L,0,0,0,0,0,1/17/17,5/5/17,GH,115,T/R,1630,1745,College of Architecture,Architecture Division,,,,,,,,,TRAD,LEC,1,GRAD,,AR GAR GRAD NGR SLST
Spring 2017,ARCH,5763,980,35712,Landscape Arch for Architects,Gregory Warren,112880594,Active,Tulsa Campus,L,10,6,4,0,0,1/17/17,5/12/17,SAS,9109,M,1730,2020,College of Architecture,Architecture Division,,,,,,,,,TRAD,LEC,1,GRAD,,GRAD TAR TGAR TGR
Spring 2017,ARCH,5783,900,36087,Architectural Acoustics,DANIEL JOHN BUTKO,112859455,Active,Norman - Main Campus,L,5,1,4,0,0,1/17/17,5/5/17,GH,155,T,1800,2040,College of Architecture,Architecture Division,,,,,,,,,TRAD,LEC,1,GRAD,,AR GAR GRAD NGR SLST SPCL
Spring 2017,ARCH,5863,1,35044,Methods VIII,Lee A Fithian,112112111,Active,Norman - Main Campus,L,15,13,2,0,0,1/17/17,5/5/17,GH,395,M/W,1030,1145,College of Architecture,Architecture Division,,,,,,,,,TRAD,LEC,1,GRAD,,AR GAR GRAD NGR SLST
Spring 2017,ARCH,5863,25,35046,Methods VIII,Nickolas L Harm,112129366,Active,Norman - Main Campus,L,5,0,5,0,0,1/17/17,5/12/17,SBITAL,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,SAB,1,GRAD,,AR GAR GRAD NGR SBOU SLST SPCL
Spring 2017,ARCH,5960,3,19365,Directed Readings,Catherine Jean Barrett,112848675,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,GRAD,,AR GAR GRAD NGR SPCL VART VTCR
Spring 2017,ARCH,5960,4,34046,Directed Readings,Robert B Pavilk,113306139,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,GRAD,,AR GAR GRAD NGR SPCL VART VTCR
Spring 2017,ARCH,5960,5,19370,Directed Readings,David L Boeck,112113878,Active,Norman - Main Campus,S,5,2,3,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,GRAD,,AR GAR GRAD NGR SPCL VART VTCR
Spring 2017,ARCH,5960,7,19446,Directed Readings,Lee A Fithian,112112111,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,GRAD,,AR GAR GRAD NGR SPCL VART VTCR
Spring 2017,ARCH,5960,8,19450,Directed Readings,Nickolas L Harm,112129366,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,GRAD,,AR GAR GRAD NGR SPCL VART VTCR
Spring 2017,ARCH,5960,9,19452,Directed Readings,Anthony J Cricchio,113789588,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,GRAD,,AR GAR GRAD NGR SPCL VART VTCR
Spring 2017,ARCH,5960,10,34047,Directed Readings,Shideh Shadravan,112143673,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,GRAD,,AR GAR GRAD NGR SPCL VART VTCR
Spring 2017,ARCH,5960,11,34048,Directed Readings,Deborah A Richards,113307446,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,GRAD,,AR GAR GRAD NGR SPCL VART VTCR
Spring 2017,ARCH,5960,13,19465,Directed Readings,Stephanie Z Pilat,112860912,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,GRAD,,AR GAR GRAD NGR SPCL VART VTCR
Spring 2017,ARCH,5960,14,19469,Directed Readings,Hans E Butzer,112113589,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,GRAD,,AR GAR GRAD NGR SPCL VART VTCR
Spring 2017,ARCH,5960,15,19471,Directed Readings,DANIEL JOHN BUTKO,112859455,Active,Norman - Main Campus,S,5,0,5,0,0,1/17/17,5/12/17,GH,,,,,College of Architecture,Architecture Division,,,,,,,,,TRAD,IST,1,GRAD,,AR GAR GRAD NGR SPCL VART VTCR
