Term,Subject,Course Number,Section,CRN,Title,Primary Instructor,Instructor ID,Status,Campus,Grade Mode,Maximum Enrollment,Actual Enrollment,Seats Available,Dean's Expected Enrollment,Waitlist,Start Date,End Date,Building,Room,Days,Start Time,End Time,College,Department,Fee #1 Detail Code,Fee #1 Name,Fee #1 Type,Fee #1 Amount,Fee #2 Detail Code,Fee #2 Name,Fee #2 Type,Fee #2 Amount,Instruction Method,Schedule Code,Part of Term,Level,Gened,Attributes
Fall 2017,CHEM,5400,1,36100,Org Chem I: Mech and React,Indrajeet Sharma,113317199,Active,Norman - Main Campus,L,20,0,20,0,0,8/21/17,12/8/17,SLSC,2430,T/R,1230,1355,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,LEC,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5470,1,36105,Sp Top Bioorg & Spec Org Comp,Adam S Duerfeldt,113318248,Active,Norman - Main Campus,L,0,0,0,0,0,8/21/17,12/8/17,SLSC,2430,M/W,1430,1545,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,LEC,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5491,1,36165,Seminar in Organic Chemistry, ,,Active,Norman - Main Campus,S,30,0,30,0,0,8/21/17,12/8/17,SLSC,3410,F,1130,1320,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,SEM,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5500,1,36101,Topics in Quantum Chemistry,Ulrich H E Hansmann,112826753,Active,Norman - Main Campus,L,20,0,20,0,0,8/21/17,12/8/17,SLSC,2430,M/W,800,925,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,LEC,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5570,1,36106,Select Topics in Physical Chem,Ulrich H E Hansmann,112826753,Active,Norman - Main Campus,L,0,0,0,0,0,8/21/17,12/8/17,SLSC,2430,M/W,1130,1250,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,LEC,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5591,1,36166,Seminar in Physical Chemistry,Wai Tak Yip,112113610,Active,Norman - Main Campus,S,15,0,15,0,0,8/21/17,12/8/17,SLSC,2430,F,1330,1420,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,SEM,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5760,1,36159,Spec Topics in Struct Biology,Shanteri Singh,113349028,Active,Norman - Main Campus,L,0,0,0,0,0,8/21/17,12/8/17,SLSC,2430,M/W,1430,1545,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,LEC,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5960,1,12180,Directed Readings,Christina R. Bourne,112335068,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,CHB,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,2,12240,Directed Readings,Michael T Ashby,112130266,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,3,12241,Directed Readings,Robert H Cichewicz,112606217,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,4,12242,Directed Readings,Ulrich H E Hansmann,112826753,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,CHBA,121,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,5,12243,Directed Readings,JUN LI,112843028,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,6,12244,Directed Readings,Anthony William George Burgett,112326338,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,7,12245,Directed Readings,Paul A Sims,112732543,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,8,12246,Directed Readings,Adam S Duerfeldt,113318248,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,9,12247,Directed Readings,Robyn Biggs,112998345,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,10,12248,Directed Readings,Daniel T Glatzhofer,112113058,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,11,12250,Directed Readings,Ronald L Halterman,112131092,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,12,12251,Directed Readings, ,,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,13,12252,Directed Readings,Zhibo Yang,112934568,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,14,12253,Directed Readings,Mark C Morvant,112381533,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,15,12254,Directed Readings,Chuanbin Mao,112606690,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,16,12255,Directed Readings,Donna J Nelson,112120615,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,17,12256,Directed Readings,Kenneth M Nicholas,112111614,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,18,12258,Directed Readings,George B Richter-Addo,112131694,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,19,12260,Directed Readings,Rakhi Rajan,113314546,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,20,12261,Directed Readings,Susan J Schroeder,112651917,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,21,12262,Directed Readings,Valentin V Rybenkov,112131711,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,22,12263,Directed Readings,Indrajeet Sharma,113317199,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,23,12264,Directed Readings,Charles V Rice,112129335,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,24,12265,Directed Readings,Shaorong Liu,112767513,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,25,12267,Directed Readings,Ann H West,112111937,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,26,12268,Directed Readings,Robert Thomson,112897635,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,27,12270,Directed Readings,Robert L White,112113371,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,28,12272,Directed Readings,Wai Tak Yip,112113610,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5960,29,12274,Directed Readings,Elena I Zgurskaya,112131713,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR SPCL
Fall 2017,CHEM,5980,1,12286,Research for Master's Thesis,Christina R. Bourne,112335068,Active,Norman - Main Campus,X,6,0,6,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,2,12287,Research for Master's Thesis,Michael T Ashby,112130266,Active,Norman - Main Campus,X,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,3,12289,Research for Master's Thesis,Robert H Cichewicz,112606217,Active,Norman - Main Campus,X,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,4,23796,Research for Master's Thesis,Ulrich H E Hansmann,112826753,Active,Norman - Main Campus,X,6,0,6,0,0,8/21/17,12/15/17,CHBA,121,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,5,12293,Research for Master's Thesis,JUN LI,112843028,Active,Norman - Main Campus,X,6,0,6,0,0,8/21/17,12/15/17,,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,6,12295,Research for Master's Thesis,Anthony William George Burgett,112326338,Active,Norman - Main Campus,X,6,0,6,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,7,12298,Research for Master's Thesis,Paul A Sims,112732543,Active,Norman - Main Campus,X,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,8,12300,Research for Master's Thesis,Adam S Duerfeldt,113318248,Active,Norman - Main Campus,X,6,0,6,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,9,12302,Research for Master's Thesis,Robyn Biggs,112998345,Active,Norman - Main Campus,X,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,10,12303,Research for Master's Thesis,Daniel T Glatzhofer,112113058,Active,Norman - Main Campus,X,6,0,6,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,11,12305,Research for Master's Thesis,Ronald L Halterman,112131092,Active,Norman - Main Campus,X,6,0,6,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,12,12308,Research for Master's Thesis, ,,Active,Norman - Main Campus,X,6,0,6,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,13,12309,Research for Master's Thesis,Zhibo Yang,112934568,Active,Norman - Main Campus,X,6,0,6,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,14,12310,Research for Master's Thesis,Mark C Morvant,112381533,Active,Norman - Main Campus,X,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,15,12312,Research for Master's Thesis,Chuanbin Mao,112606690,Active,Norman - Main Campus,X,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,16,12313,Research for Master's Thesis,Donna J Nelson,112120615,Active,Norman - Main Campus,X,6,0,6,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,17,12316,Research for Master's Thesis,Kenneth M Nicholas,112111614,Active,Norman - Main Campus,X,6,0,6,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,18,12317,Research for Master's Thesis,George B Richter-Addo,112131694,Active,Norman - Main Campus,X,6,0,6,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,19,12319,Research for Master's Thesis,Rakhi Rajan,113314546,Active,Norman - Main Campus,X,6,0,6,0,0,8/21/17,12/15/17,,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,20,12320,Research for Master's Thesis,Susan J Schroeder,112651917,Active,Norman - Main Campus,X,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,21,12322,Research for Master's Thesis,Valentin V Rybenkov,112131711,Active,Norman - Main Campus,X,6,0,6,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,22,12324,Research for Master's Thesis,Indrajeet Sharma,113317199,Active,Norman - Main Campus,X,6,0,6,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,23,12327,Research for Master's Thesis,Charles V Rice,112129335,Active,Norman - Main Campus,X,6,0,6,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,24,12329,Research for Master's Thesis,Shaorong Liu,112767513,Active,Norman - Main Campus,X,0,0,0,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,25,12332,Research for Master's Thesis,Ann H West,112111937,Active,Norman - Main Campus,X,6,0,6,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,26,12334,Research for Master's Thesis,Robert Thomson,112897635,Active,Norman - Main Campus,X,6,0,6,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,27,12336,Research for Master's Thesis,Robert L White,112113371,Active,Norman - Main Campus,X,6,0,6,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,28,12338,Research for Master's Thesis,Wai Tak Yip,112113610,Active,Norman - Main Campus,X,6,0,6,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5980,29,12339,Research for Master's Thesis,Elena I Zgurskaya,112131713,Active,Norman - Main Campus,X,6,0,6,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,TDS,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5990,1,12342,Independent Studies,Christina R. Bourne,112335068,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5990,2,12343,Independent Studies,Michael T Ashby,112130266,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5990,3,12344,Independent Studies,Robert H Cichewicz,112606217,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5990,4,12345,Independent Studies,Ulrich H E Hansmann,112826753,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,CHBA,121,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5990,5,12347,Independent Studies,JUN LI,112843028,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5990,6,12348,Independent Studies,Anthony William George Burgett,112326338,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5990,7,12350,Independent Studies,Paul A Sims,112732543,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5990,8,12352,Independent Studies,Adam S Duerfeldt,113318248,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5990,9,12353,Independent Studies,Robyn Biggs,112998345,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5990,10,12354,Independent Studies,Daniel T Glatzhofer,112113058,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5990,11,12355,Independent Studies,Ronald L Halterman,112131092,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5990,12,12357,Independent Studies, ,,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5990,13,12358,Independent Studies,Zhibo Yang,112934568,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5990,14,12359,Independent Studies,Mark C Morvant,112381533,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR
Fall 2017,CHEM,5990,15,12360,Independent Studies,Chuanbin Mao,112606690,Active,Norman - Main Campus,S,5,0,5,0,0,8/21/17,12/15/17,SLSC,,,,,College of Arts and Sciences,Chemistry and Biochemistry,TF20,Chemistry Fee,Flat Fee,6.5,,,,,TRAD,IST,1,GRAD,,AS GAS GRAD NGR
